,ask_price,ask_price_grad,ask_volat,bid_price,bid_price_grad,bid_volat,imbalance,spread,ask_dwt,bid_dwt,ask_dwt_grad,bid_dwt_grad
78,4.0,2.0,5.0,4.0,2.0,5.0,4.0,5.0,4.0,4.0,3.0,2.0
79,4.0,2.0,5.0,4.0,2.0,5.0,4.0,5.0,4.0,4.0,3.0,2.0
80,4.0,2.0,5.0,4.0,2.0,5.0,4.0,5.0,4.0,4.0,3.0,2.0
81,4.0,2.0,5.0,4.0,2.0,5.0,4.0,5.0,4.0,4.0,3.0,2.0
82,4.0,2.0,5.0,4.0,2.0,5.0,4.0,5.0,4.0,4.0,3.0,2.0
83,4.0,2.0,5.0,4.0,2.0,5.0,4.0,5.0,4.0,4.0,3.0,2.0
84,4.0,2.0,5.0,4.0,2.0,5.0,4.0,5.0,4.0,4.0,3.0,2.0
85,4.0,2.0,5.0,4.0,2.0,5.0,4.0,5.0,4.0,4.0,2.0,2.0
86,4.0,2.0,5.0,4.0,2.0,5.0,4.0,5.0,4.0,4.0,2.0,2.0
87,4.0,2.0,5.0,4.0,2.0,5.0,0.0,5.0,4.0,4.0,2.0,2.0
88,4.0,2.0,5.0,4.0,2.0,5.0,0.0,5.0,4.0,4.0,2.0,2.0
89,4.0,2.0,5.0,4.0,0.0,5.0,4.0,5.0,4.0,4.0,2.0,0.0
90,4.0,2.0,5.0,4.0,4.0,5.0,0.0,3.0,4.0,4.0,2.0,4.0
91,4.0,2.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,2.0,4.0
92,4.0,0.0,5.0,4.0,0.0,5.0,5.0,5.0,4.0,4.0,2.0,0.0
93,4.0,2.0,5.0,4.0,2.0,5.0,5.0,5.0,4.0,4.0,2.0,2.0
94,4.0,2.0,5.0,4.0,2.0,5.0,2.0,5.0,4.0,4.0,2.0,2.0
95,4.0,2.0,5.0,4.0,2.0,5.0,2.0,5.0,4.0,4.0,2.0,2.0
96,4.0,2.0,5.0,4.0,2.0,5.0,5.0,5.0,4.0,4.0,2.0,2.0
97,4.0,2.0,5.0,4.0,2.0,5.0,5.0,5.0,4.0,4.0,2.0,2.0
98,4.0,2.0,5.0,4.0,2.0,5.0,5.0,5.0,4.0,4.0,2.0,2.0
99,4.0,0.0,5.0,4.0,2.0,5.0,5.0,5.0,4.0,4.0,2.0,2.0
100,4.0,2.0,5.0,4.0,2.0,5.0,5.0,5.0,4.0,4.0,2.0,2.0
101,4.0,2.0,5.0,4.0,2.0,5.0,5.0,5.0,4.0,4.0,2.0,2.0
102,4.0,2.0,5.0,4.0,2.0,5.0,5.0,5.0,4.0,4.0,2.0,2.0
103,4.0,2.0,5.0,4.0,2.0,5.0,5.0,5.0,4.0,4.0,2.0,2.0
104,4.0,2.0,5.0,4.0,2.0,5.0,5.0,5.0,4.0,4.0,2.0,2.0
105,4.0,2.0,5.0,4.0,2.0,5.0,5.0,5.0,4.0,4.0,2.0,2.0
106,4.0,2.0,5.0,4.0,2.0,5.0,5.0,5.0,4.0,4.0,2.0,2.0
107,4.0,2.0,5.0,4.0,2.0,5.0,5.0,5.0,4.0,4.0,2.0,2.0
108,4.0,2.0,5.0,4.0,2.0,5.0,5.0,5.0,4.0,4.0,3.0,2.0
109,4.0,3.0,5.0,4.0,0.0,5.0,5.0,5.0,4.0,4.0,3.0,2.0
110,4.0,3.0,5.0,4.0,0.0,5.0,5.0,5.0,4.0,4.0,3.0,0.0
111,4.0,2.0,5.0,4.0,2.0,5.0,5.0,5.0,4.0,4.0,3.0,2.0
112,4.0,2.0,5.0,4.0,2.0,5.0,5.0,5.0,4.0,4.0,2.0,2.0
113,4.0,2.0,5.0,4.0,2.0,5.0,5.0,5.0,4.0,4.0,2.0,2.0
114,4.0,2.0,5.0,4.0,2.0,5.0,5.0,5.0,4.0,4.0,2.0,2.0
115,4.0,2.0,5.0,4.0,2.0,5.0,5.0,5.0,4.0,4.0,2.0,2.0
116,4.0,2.0,5.0,4.0,2.0,5.0,5.0,5.0,4.0,4.0,2.0,2.0
117,4.0,2.0,5.0,4.0,2.0,5.0,5.0,5.0,4.0,4.0,2.0,2.0
118,4.0,2.0,5.0,4.0,2.0,5.0,5.0,5.0,4.0,4.0,2.0,2.0
119,4.0,2.0,5.0,4.0,2.0,5.0,5.0,5.0,4.0,4.0,2.0,2.0
120,4.0,2.0,5.0,4.0,2.0,5.0,5.0,5.0,4.0,4.0,2.0,2.0
121,4.0,3.0,5.0,4.0,2.0,5.0,5.0,5.0,4.0,4.0,5.0,2.0
122,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0
123,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0
124,4.0,5.0,5.0,4.0,3.0,5.0,3.0,5.0,4.0,4.0,5.0,3.0
125,4.0,3.0,5.0,4.0,2.0,5.0,5.0,5.0,4.0,4.0,3.0,2.0
126,4.0,3.0,5.0,4.0,0.0,5.0,2.0,5.0,4.0,4.0,3.0,2.0
127,4.0,2.0,5.0,4.0,2.0,5.0,3.0,5.0,4.0,4.0,2.0,2.0
128,4.0,2.0,5.0,4.0,2.0,5.0,5.0,5.0,4.0,4.0,2.0,2.0
129,4.0,0.0,5.0,4.0,2.0,5.0,5.0,5.0,4.0,4.0,2.0,2.0
130,4.0,2.0,5.0,4.0,2.0,5.0,5.0,5.0,4.0,4.0,0.0,2.0
131,4.0,2.0,5.0,4.0,2.0,5.0,5.0,5.0,4.0,4.0,2.0,2.0
132,4.0,2.0,5.0,4.0,2.0,5.0,5.0,5.0,4.0,4.0,2.0,2.0
133,4.0,2.0,5.0,4.0,2.0,5.0,5.0,5.0,4.0,4.0,2.0,2.0
134,4.0,2.0,5.0,4.0,2.0,5.0,5.0,5.0,4.0,4.0,2.0,2.0
135,4.0,2.0,5.0,4.0,2.0,5.0,5.0,5.0,4.0,4.0,2.0,2.0
136,4.0,2.0,5.0,4.0,2.0,5.0,5.0,5.0,4.0,4.0,2.0,2.0
137,4.0,2.0,5.0,4.0,2.0,5.0,5.0,5.0,4.0,4.0,2.0,2.0
138,4.0,2.0,5.0,4.0,2.0,5.0,5.0,5.0,4.0,4.0,2.0,2.0
139,4.0,2.0,5.0,4.0,2.0,5.0,5.0,5.0,4.0,4.0,2.0,2.0
140,4.0,2.0,5.0,4.0,2.0,5.0,5.0,5.0,4.0,4.0,2.0,2.0
141,4.0,2.0,5.0,4.0,2.0,5.0,5.0,5.0,4.0,4.0,2.0,2.0
142,4.0,2.0,5.0,4.0,2.0,5.0,5.0,5.0,4.0,4.0,3.0,2.0
143,4.0,2.0,5.0,4.0,2.0,5.0,5.0,5.0,4.0,4.0,3.0,2.0
144,4.0,2.0,5.0,4.0,2.0,5.0,5.0,5.0,4.0,4.0,3.0,2.0
145,4.0,2.0,5.0,4.0,2.0,5.0,5.0,5.0,4.0,4.0,3.0,2.0
146,4.0,2.0,5.0,4.0,2.0,5.0,5.0,5.0,4.0,4.0,3.0,2.0
147,4.0,2.0,5.0,4.0,2.0,5.0,5.0,5.0,4.0,4.0,3.0,2.0
148,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,3.0
149,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0
150,0.0,5.0,5.0,0.0,5.0,5.0,5.0,5.0,0.0,0.0,5.0,5.0
151,2.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,2.0,2.0,5.0,5.0
152,2.0,3.0,5.0,2.0,3.0,5.0,5.0,5.0,2.0,2.0,5.0,3.0
153,2.0,3.0,5.0,2.0,2.0,5.0,5.0,5.0,2.0,2.0,3.0,2.0
154,2.0,3.0,5.0,2.0,2.0,5.0,5.0,5.0,2.0,2.0,3.0,2.0
155,2.0,3.0,5.0,2.0,2.0,5.0,5.0,5.0,2.0,2.0,3.0,2.0
156,2.0,2.0,5.0,2.0,2.0,5.0,5.0,5.0,2.0,2.0,3.0,2.0
157,2.0,2.0,5.0,2.0,2.0,5.0,5.0,5.0,2.0,2.0,3.0,2.0
158,2.0,2.0,5.0,2.0,2.0,5.0,5.0,5.0,2.0,2.0,3.0,2.0
159,2.0,3.0,5.0,2.0,2.0,5.0,5.0,5.0,2.0,2.0,3.0,2.0
160,2.0,3.0,5.0,2.0,2.0,5.0,5.0,5.0,2.0,2.0,3.0,2.0
161,2.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,2.0,2.0,5.0,5.0
162,3.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,5.0
163,3.0,5.0,5.0,3.0,3.0,5.0,2.0,5.0,3.0,3.0,5.0,3.0
164,3.0,5.0,5.0,3.0,5.0,5.0,4.0,5.0,3.0,3.0,5.0,5.0
165,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0
166,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0
167,5.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0
168,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0,3.0
169,5.0,3.0,5.0,5.0,3.0,5.0,4.0,5.0,5.0,5.0,3.0,3.0
170,5.0,3.0,5.0,5.0,2.0,5.0,0.0,5.0,5.0,5.0,3.0,2.0
171,5.0,3.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,3.0,2.0
172,5.0,3.0,5.0,5.0,2.0,5.0,2.0,5.0,5.0,5.0,3.0,2.0
173,5.0,0.0,5.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0
174,5.0,0.0,5.0,5.0,0.0,5.0,2.0,5.0,5.0,5.0,0.0,0.0
175,5.0,4.0,5.0,5.0,4.0,5.0,0.0,5.0,5.0,5.0,4.0,4.0
176,5.0,4.0,2.0,5.0,4.0,2.0,4.0,5.0,5.0,5.0,4.0,4.0
177,5.0,0.0,2.0,5.0,0.0,2.0,4.0,2.0,5.0,5.0,0.0,0.0
178,5.0,0.0,2.0,5.0,0.0,2.0,0.0,5.0,5.0,5.0,0.0,0.0
179,5.0,4.0,0.0,5.0,4.0,0.0,0.0,5.0,5.0,5.0,4.0,4.0
180,5.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0
181,3.0,0.0,4.0,5.0,0.0,4.0,4.0,5.0,3.0,5.0,0.0,0.0
182,5.0,5.0,4.0,5.0,5.0,4.0,4.0,3.0,5.0,5.0,5.0,5.0
183,5.0,5.0,4.0,5.0,3.0,4.0,0.0,5.0,5.0,5.0,5.0,2.0
184,5.0,5.0,4.0,5.0,5.0,4.0,0.0,5.0,5.0,5.0,5.0,5.0
185,5.0,3.0,4.0,5.0,2.0,4.0,4.0,5.0,5.0,5.0,3.0,2.0
186,5.0,2.0,4.0,5.0,2.0,4.0,0.0,5.0,5.0,5.0,2.0,2.0
187,5.0,2.0,4.0,5.0,2.0,4.0,5.0,5.0,5.0,5.0,2.0,2.0
188,5.0,2.0,0.0,5.0,2.0,0.0,2.0,2.0,5.0,5.0,2.0,2.0
189,5.0,2.0,2.0,5.0,2.0,2.0,5.0,5.0,5.0,5.0,2.0,2.0
190,5.0,2.0,2.0,5.0,2.0,2.0,5.0,5.0,5.0,5.0,0.0,2.0
191,5.0,2.0,2.0,5.0,2.0,2.0,5.0,5.0,5.0,5.0,2.0,2.0
192,5.0,2.0,5.0,5.0,2.0,3.0,5.0,5.0,5.0,5.0,2.0,2.0
193,5.0,2.0,5.0,5.0,2.0,3.0,5.0,5.0,5.0,5.0,2.0,2.0
194,5.0,2.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0
195,5.0,2.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0
196,5.0,0.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0
197,5.0,2.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0
198,5.0,2.0,5.0,5.0,2.0,5.0,2.0,5.0,5.0,5.0,2.0,2.0
199,5.0,2.0,5.0,5.0,2.0,5.0,3.0,5.0,5.0,5.0,2.0,2.0
200,5.0,2.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0
201,5.0,2.0,5.0,5.0,2.0,5.0,2.0,5.0,5.0,5.0,2.0,2.0
202,5.0,2.0,5.0,5.0,2.0,5.0,2.0,5.0,5.0,5.0,2.0,2.0
203,5.0,2.0,5.0,5.0,0.0,5.0,2.0,5.0,5.0,5.0,2.0,0.0
204,5.0,2.0,5.0,5.0,4.0,5.0,2.0,5.0,5.0,5.0,2.0,4.0
205,5.0,2.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,2.0,4.0
206,5.0,2.0,5.0,5.0,0.0,5.0,2.0,5.0,5.0,5.0,2.0,0.0
207,5.0,2.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0
208,5.0,2.0,5.0,5.0,2.0,5.0,3.0,5.0,5.0,5.0,2.0,2.0
209,5.0,2.0,5.0,5.0,2.0,5.0,2.0,5.0,3.0,5.0,2.0,2.0
210,3.0,5.0,5.0,3.0,3.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0
211,5.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0
212,5.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0
213,5.0,2.0,5.0,5.0,2.0,5.0,0.0,5.0,5.0,5.0,2.0,2.0
214,5.0,2.0,5.0,5.0,2.0,5.0,4.0,5.0,5.0,5.0,2.0,2.0
215,5.0,2.0,5.0,5.0,2.0,5.0,4.0,5.0,5.0,5.0,2.0,2.0
216,5.0,2.0,5.0,5.0,2.0,5.0,0.0,5.0,5.0,5.0,2.0,2.0
217,5.0,2.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0
218,5.0,2.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0
219,5.0,2.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0
220,5.0,2.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,3.0,2.0
221,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
222,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
223,5.0,2.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0
224,5.0,2.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0
225,5.0,2.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0
226,5.0,2.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0
227,5.0,2.0,5.0,5.0,2.0,5.0,2.0,5.0,5.0,5.0,2.0,2.0
228,5.0,2.0,5.0,5.0,2.0,5.0,2.0,5.0,5.0,5.0,2.0,2.0
229,5.0,2.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0
230,5.0,2.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0
231,5.0,2.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0
232,5.0,2.0,5.0,5.0,2.0,5.0,2.0,5.0,5.0,5.0,2.0,2.0
233,5.0,2.0,5.0,5.0,2.0,5.0,4.0,5.0,5.0,5.0,2.0,2.0
234,5.0,2.0,5.0,5.0,2.0,5.0,4.0,5.0,3.0,5.0,2.0,2.0
235,5.0,2.0,5.0,5.0,2.0,5.0,4.0,5.0,3.0,5.0,2.0,2.0
236,5.0,2.0,5.0,5.0,2.0,5.0,0.0,5.0,3.0,5.0,2.0,2.0
237,5.0,2.0,5.0,5.0,2.0,5.0,3.0,5.0,3.0,5.0,2.0,2.0
238,5.0,2.0,5.0,5.0,2.0,5.0,3.0,5.0,3.0,5.0,2.0,2.0
239,5.0,2.0,5.0,5.0,2.0,5.0,3.0,5.0,3.0,5.0,2.0,2.0
240,3.0,2.0,5.0,3.0,2.0,5.0,0.0,5.0,3.0,3.0,2.0,2.0
241,3.0,2.0,5.0,3.0,2.0,5.0,4.0,5.0,3.0,3.0,2.0,2.0
242,3.0,2.0,5.0,3.0,2.0,5.0,0.0,5.0,3.0,3.0,2.0,2.0
243,3.0,2.0,5.0,3.0,2.0,5.0,0.0,5.0,3.0,3.0,2.0,2.0
244,3.0,2.0,5.0,3.0,2.0,5.0,4.0,5.0,3.0,3.0,2.0,2.0
245,3.0,2.0,5.0,3.0,2.0,5.0,4.0,3.0,3.0,3.0,2.0,2.0
246,3.0,5.0,5.0,3.0,3.0,5.0,4.0,5.0,3.0,3.0,5.0,3.0
247,3.0,3.0,5.0,3.0,2.0,5.0,4.0,5.0,3.0,3.0,3.0,2.0
248,3.0,3.0,5.0,3.0,2.0,5.0,4.0,5.0,3.0,3.0,3.0,2.0
249,3.0,3.0,5.0,3.0,2.0,5.0,4.0,5.0,3.0,3.0,3.0,2.0
250,3.0,5.0,5.0,3.0,3.0,5.0,0.0,5.0,3.0,3.0,5.0,3.0
251,5.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0
252,5.0,2.0,5.0,5.0,2.0,5.0,4.0,5.0,5.0,5.0,3.0,2.0
253,5.0,2.0,5.0,5.0,2.0,5.0,4.0,5.0,5.0,5.0,3.0,2.0
254,5.0,2.0,5.0,5.0,2.0,5.0,4.0,5.0,5.0,5.0,3.0,2.0
255,5.0,2.0,5.0,5.0,2.0,5.0,4.0,5.0,5.0,5.0,3.0,2.0
256,5.0,2.0,5.0,5.0,2.0,5.0,4.0,5.0,5.0,5.0,3.0,2.0
257,5.0,0.0,5.0,5.0,0.0,5.0,0.0,5.0,5.0,5.0,5.0,0.0
258,5.0,0.0,5.0,5.0,0.0,5.0,4.0,5.0,5.0,5.0,5.0,0.0
259,5.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,2.0,4.0
260,3.0,4.0,5.0,3.0,4.0,5.0,4.0,3.0,3.0,3.0,2.0,4.0
261,3.0,0.0,5.0,3.0,0.0,5.0,0.0,5.0,3.0,3.0,3.0,0.0
262,3.0,0.0,5.0,3.0,2.0,5.0,2.0,5.0,3.0,3.0,3.0,2.0
263,3.0,0.0,5.0,3.0,2.0,5.0,5.0,5.0,3.0,3.0,3.0,2.0
264,3.0,2.0,5.0,3.0,2.0,5.0,5.0,5.0,3.0,3.0,3.0,2.0
265,3.0,2.0,5.0,3.0,2.0,5.0,5.0,5.0,3.0,3.0,2.0,2.0
266,3.0,2.0,5.0,3.0,2.0,5.0,2.0,5.0,3.0,3.0,2.0,2.0
267,3.0,2.0,5.0,3.0,2.0,5.0,2.0,5.0,3.0,3.0,2.0,2.0
268,3.0,2.0,5.0,3.0,2.0,5.0,3.0,5.0,3.0,3.0,2.0,2.0
269,3.0,2.0,5.0,3.0,2.0,5.0,5.0,5.0,3.0,3.0,2.0,2.0
270,3.0,3.0,5.0,3.0,2.0,5.0,2.0,5.0,3.0,3.0,3.0,2.0
271,3.0,3.0,5.0,3.0,2.0,5.0,0.0,5.0,3.0,3.0,3.0,2.0
272,3.0,3.0,5.0,3.0,2.0,5.0,4.0,5.0,3.0,3.0,3.0,2.0
273,3.0,3.0,5.0,3.0,2.0,5.0,4.0,5.0,3.0,3.0,3.0,2.0
274,3.0,2.0,5.0,3.0,2.0,5.0,4.0,5.0,3.0,3.0,3.0,2.0
