,ask_price,ask_price_grad,ask_volat,bid_price,bid_price_grad,bid_volat,imbalance,spread,ask_dwt,bid_dwt,ask_dwt_grad,bid_dwt_grad
2307,5.0,2.0,5.0,5.0,2.0,5.0,2.0,5.0,5.0,5.0,2.0,2.0
2308,5.0,2.0,5.0,5.0,2.0,5.0,2.0,5.0,5.0,5.0,2.0,2.0
2309,5.0,2.0,5.0,5.0,2.0,5.0,2.0,5.0,5.0,5.0,2.0,2.0
2310,5.0,2.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0
2311,5.0,2.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0
2312,5.0,2.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0
2313,5.0,2.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0
2314,5.0,2.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0
2315,5.0,2.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0
2316,5.0,2.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0
2317,5.0,2.0,5.0,5.0,2.0,5.0,2.0,5.0,5.0,5.0,2.0,2.0
2318,5.0,2.0,5.0,5.0,2.0,5.0,0.0,5.0,5.0,5.0,2.0,2.0
2319,5.0,2.0,5.0,5.0,2.0,5.0,4.0,5.0,5.0,5.0,2.0,2.0
2320,5.0,2.0,5.0,5.0,2.0,5.0,0.0,5.0,5.0,5.0,2.0,2.0
2321,5.0,2.0,5.0,5.0,2.0,5.0,3.0,5.0,5.0,5.0,2.0,2.0
2322,5.0,2.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0
2323,5.0,2.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0
2324,5.0,2.0,5.0,5.0,2.0,5.0,2.0,5.0,5.0,5.0,2.0,2.0
2325,5.0,2.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0
2326,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0
2327,5.0,0.0,3.0,5.0,5.0,2.0,2.0,5.0,5.0,5.0,3.0,5.0
2328,5.0,0.0,3.0,5.0,2.0,2.0,0.0,5.0,5.0,5.0,0.0,2.0
2329,5.0,4.0,3.0,5.0,4.0,2.0,4.0,5.0,5.0,5.0,4.0,4.0
2330,5.0,4.0,2.0,5.0,4.0,2.0,4.0,5.0,5.0,5.0,4.0,4.0
2331,5.0,4.0,2.0,5.0,4.0,2.0,4.0,5.0,5.0,5.0,0.0,0.0
2332,5.0,0.0,2.0,5.0,0.0,2.0,0.0,5.0,5.0,5.0,2.0,0.0
2333,5.0,2.0,2.0,5.0,2.0,2.0,5.0,5.0,5.0,5.0,2.0,2.0
2334,5.0,2.0,2.0,5.0,2.0,2.0,2.0,5.0,5.0,5.0,2.0,2.0
2335,5.0,2.0,2.0,5.0,2.0,2.0,4.0,5.0,5.0,5.0,2.0,2.0
2336,5.0,2.0,2.0,5.0,2.0,2.0,4.0,5.0,5.0,5.0,2.0,2.0
2337,5.0,2.0,2.0,5.0,2.0,2.0,4.0,5.0,5.0,5.0,2.0,2.0
2338,5.0,2.0,2.0,5.0,2.0,2.0,4.0,5.0,5.0,5.0,2.0,2.0
2339,5.0,2.0,5.0,5.0,2.0,5.0,0.0,5.0,5.0,5.0,2.0,2.0
2340,5.0,2.0,5.0,5.0,2.0,5.0,4.0,5.0,5.0,5.0,2.0,2.0
2341,5.0,2.0,5.0,5.0,2.0,5.0,4.0,5.0,5.0,5.0,2.0,2.0
2342,5.0,2.0,5.0,5.0,2.0,5.0,0.0,5.0,5.0,5.0,2.0,2.0
2343,5.0,0.0,5.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0
2344,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0
2345,5.0,4.0,5.0,5.0,4.0,5.0,2.0,5.0,5.0,5.0,4.0,4.0
2346,5.0,4.0,5.0,5.0,4.0,5.0,2.0,5.0,5.0,5.0,4.0,4.0
2347,5.0,4.0,5.0,5.0,4.0,5.0,0.0,5.0,5.0,5.0,0.0,4.0
2348,5.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0
2349,5.0,0.0,5.0,5.0,0.0,5.0,4.0,2.0,5.0,5.0,0.0,0.0
2350,5.0,2.0,3.0,5.0,2.0,5.0,4.0,5.0,5.0,5.0,5.0,0.0
2351,5.0,2.0,3.0,5.0,2.0,5.0,0.0,5.0,5.0,5.0,2.0,2.0
2352,5.0,2.0,3.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0
2353,5.0,2.0,3.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0
2354,5.0,2.0,3.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0
2355,5.0,2.0,3.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0
2356,5.0,2.0,3.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0
2357,5.0,2.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0
2358,5.0,2.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0
2359,5.0,0.0,5.0,5.0,0.0,5.0,2.0,5.0,5.0,5.0,0.0,0.0
2360,5.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0
2361,5.0,4.0,5.0,5.0,4.0,5.0,0.0,5.0,5.0,5.0,4.0,4.0
2362,5.0,4.0,5.0,5.0,4.0,5.0,3.0,5.0,5.0,5.0,4.0,4.0
2363,5.0,0.0,5.0,5.0,0.0,5.0,4.0,5.0,5.0,5.0,0.0,4.0
2364,5.0,2.0,5.0,5.0,2.0,5.0,4.0,5.0,5.0,5.0,2.0,0.0
2365,5.0,2.0,5.0,5.0,2.0,5.0,0.0,5.0,5.0,5.0,2.0,2.0
2366,5.0,2.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,0.0,2.0
2367,5.0,0.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,4.0,2.0
2368,5.0,4.0,5.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,4.0,0.0
2369,5.0,4.0,5.0,5.0,4.0,5.0,2.0,3.0,5.0,5.0,4.0,4.0
2370,5.0,4.0,5.0,5.0,4.0,3.0,5.0,5.0,5.0,5.0,4.0,4.0
2371,5.0,0.0,5.0,5.0,0.0,3.0,5.0,5.0,5.0,5.0,4.0,4.0
2372,5.0,4.0,5.0,5.0,4.0,3.0,2.0,5.0,5.0,5.0,4.0,4.0
2373,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0
2374,5.0,4.0,5.0,5.0,4.0,5.0,3.0,3.0,5.0,5.0,4.0,4.0
2375,5.0,0.0,5.0,5.0,0.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0
2376,5.0,2.0,5.0,5.0,2.0,5.0,0.0,5.0,5.0,5.0,0.0,0.0
2377,5.0,2.0,5.0,5.0,2.0,5.0,4.0,5.0,5.0,5.0,2.0,2.0
2378,5.0,2.0,5.0,5.0,2.0,5.0,4.0,5.0,5.0,5.0,2.0,2.0
2379,5.0,2.0,5.0,5.0,2.0,5.0,4.0,5.0,5.0,5.0,2.0,2.0
2380,5.0,2.0,5.0,5.0,2.0,5.0,4.0,5.0,5.0,5.0,2.0,2.0
2381,5.0,2.0,5.0,5.0,2.0,5.0,4.0,5.0,5.0,5.0,2.0,2.0
2382,5.0,2.0,5.0,5.0,2.0,5.0,0.0,5.0,5.0,5.0,2.0,2.0
2383,5.0,2.0,5.0,5.0,2.0,5.0,4.0,5.0,5.0,5.0,2.0,2.0
2384,5.0,2.0,5.0,5.0,2.0,5.0,0.0,5.0,5.0,5.0,2.0,2.0
2385,5.0,2.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0
2386,5.0,2.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0
2387,5.0,2.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0
2388,5.0,2.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0
2389,5.0,2.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0
2390,5.0,3.0,5.0,5.0,3.0,5.0,2.0,5.0,5.0,5.0,0.0,3.0
2391,5.0,2.0,5.0,5.0,2.0,5.0,0.0,5.0,5.0,5.0,2.0,2.0
2392,5.0,2.0,5.0,5.0,2.0,5.0,4.0,5.0,5.0,5.0,2.0,2.0
2393,5.0,2.0,5.0,5.0,2.0,5.0,4.0,5.0,5.0,5.0,2.0,2.0
2394,5.0,2.0,5.0,5.0,2.0,5.0,0.0,5.0,5.0,5.0,2.0,2.0
2395,5.0,2.0,5.0,5.0,2.0,5.0,4.0,5.0,5.0,5.0,2.0,2.0
2396,5.0,2.0,5.0,5.0,2.0,5.0,0.0,5.0,5.0,5.0,2.0,2.0
2397,5.0,2.0,5.0,5.0,0.0,5.0,0.0,5.0,5.0,5.0,2.0,2.0
2398,5.0,2.0,5.0,5.0,2.0,5.0,4.0,5.0,5.0,5.0,2.0,2.0
2399,5.0,2.0,5.0,5.0,2.0,5.0,4.0,5.0,5.0,5.0,2.0,2.0
2400,5.0,2.0,5.0,5.0,2.0,5.0,0.0,5.0,5.0,5.0,2.0,2.0
2401,5.0,2.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0
2402,5.0,2.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0
2403,5.0,2.0,5.0,5.0,2.0,5.0,2.0,5.0,5.0,5.0,2.0,2.0
2404,5.0,2.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0
2405,5.0,2.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0
2406,5.0,2.0,5.0,5.0,2.0,5.0,3.0,5.0,5.0,5.0,2.0,2.0
2407,5.0,2.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0
2408,5.0,2.0,5.0,5.0,2.0,5.0,2.0,5.0,5.0,5.0,2.0,2.0
2409,5.0,2.0,5.0,5.0,2.0,5.0,0.0,5.0,5.0,5.0,2.0,2.0
2410,5.0,2.0,5.0,5.0,2.0,5.0,4.0,5.0,5.0,5.0,2.0,2.0
2411,5.0,2.0,5.0,5.0,2.0,5.0,4.0,5.0,5.0,5.0,2.0,2.0
2412,5.0,2.0,5.0,5.0,2.0,5.0,0.0,5.0,5.0,5.0,2.0,2.0
2413,5.0,2.0,5.0,5.0,2.0,5.0,4.0,5.0,5.0,5.0,2.0,2.0
2414,5.0,2.0,5.0,5.0,2.0,5.0,4.0,5.0,5.0,5.0,2.0,2.0
2415,5.0,2.0,5.0,5.0,2.0,5.0,4.0,5.0,5.0,5.0,0.0,2.0
2416,5.0,2.0,5.0,5.0,2.0,5.0,4.0,5.0,5.0,5.0,4.0,0.0
2417,5.0,0.0,5.0,5.0,0.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0
2418,5.0,4.0,5.0,5.0,4.0,5.0,0.0,5.0,5.0,5.0,4.0,4.0
2419,5.0,4.0,5.0,5.0,4.0,5.0,4.0,2.0,5.0,5.0,4.0,4.0
2420,5.0,0.0,5.0,5.0,0.0,5.0,4.0,5.0,5.0,5.0,0.0,0.0
2421,5.0,2.0,5.0,5.0,2.0,5.0,4.0,5.0,5.0,5.0,2.0,2.0
2422,5.0,2.0,5.0,5.0,2.0,5.0,0.0,5.0,5.0,5.0,2.0,2.0
2423,5.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0
2424,5.0,4.0,5.0,5.0,4.0,5.0,4.0,2.0,5.0,5.0,4.0,4.0
2425,5.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0
2426,5.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0
2427,5.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0
2428,5.0,4.0,5.0,5.0,4.0,5.0,0.0,5.0,5.0,5.0,4.0,4.0
2429,5.0,0.0,5.0,5.0,0.0,5.0,4.0,3.0,5.0,5.0,0.0,0.0
2430,5.0,2.0,5.0,5.0,2.0,5.0,4.0,5.0,5.0,5.0,2.0,2.0
2431,5.0,2.0,5.0,5.0,2.0,5.0,4.0,5.0,5.0,5.0,2.0,2.0
2432,5.0,2.0,5.0,5.0,2.0,5.0,4.0,5.0,5.0,5.0,2.0,2.0
2433,5.0,2.0,5.0,5.0,2.0,5.0,4.0,5.0,5.0,5.0,2.0,2.0
2434,5.0,2.0,5.0,5.0,2.0,5.0,4.0,5.0,5.0,5.0,3.0,3.0
2435,5.0,2.0,5.0,5.0,2.0,5.0,4.0,5.0,5.0,5.0,2.0,2.0
2436,5.0,2.0,5.0,5.0,2.0,5.0,4.0,5.0,5.0,5.0,2.0,2.0
2437,5.0,2.0,5.0,5.0,2.0,5.0,4.0,5.0,5.0,5.0,2.0,2.0
2438,5.0,2.0,5.0,5.0,2.0,5.0,0.0,5.0,5.0,5.0,2.0,2.0
2439,5.0,2.0,5.0,5.0,2.0,5.0,0.0,5.0,5.0,5.0,2.0,2.0
2440,5.0,2.0,5.0,5.0,2.0,5.0,4.0,5.0,5.0,5.0,2.0,2.0
2441,5.0,2.0,5.0,5.0,2.0,5.0,4.0,5.0,5.0,5.0,2.0,2.0
2442,5.0,2.0,5.0,5.0,2.0,5.0,4.0,5.0,5.0,5.0,2.0,2.0
2443,5.0,2.0,5.0,5.0,2.0,5.0,4.0,5.0,5.0,5.0,2.0,2.0
2444,5.0,2.0,5.0,5.0,2.0,5.0,4.0,5.0,5.0,5.0,2.0,2.0
2445,5.0,2.0,5.0,5.0,2.0,5.0,4.0,5.0,5.0,5.0,2.0,2.0
2446,5.0,2.0,5.0,5.0,0.0,5.0,4.0,5.0,5.0,5.0,2.0,2.0
2447,5.0,3.0,5.0,5.0,3.0,5.0,0.0,3.0,5.0,5.0,0.0,3.0
2448,5.0,2.0,5.0,5.0,2.0,5.0,4.0,5.0,5.0,5.0,2.0,2.0
2449,5.0,2.0,5.0,5.0,2.0,5.0,0.0,5.0,5.0,5.0,2.0,2.0
2450,5.0,2.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0
2451,5.0,2.0,5.0,5.0,2.0,5.0,5.0,2.0,5.0,5.0,2.0,2.0
2452,5.0,3.0,5.0,5.0,2.0,5.0,2.0,2.0,5.0,5.0,0.0,2.0
2453,5.0,3.0,5.0,5.0,0.0,3.0,5.0,5.0,5.0,5.0,0.0,0.0
2454,5.0,0.0,5.0,5.0,0.0,3.0,5.0,5.0,5.0,5.0,0.0,0.0
2455,5.0,4.0,5.0,5.0,4.0,3.0,2.0,5.0,5.0,5.0,4.0,4.0
2456,5.0,4.0,3.0,5.0,4.0,3.0,0.0,2.0,5.0,5.0,4.0,4.0
2457,5.0,4.0,3.0,5.0,4.0,3.0,4.0,2.0,5.0,5.0,4.0,4.0
2458,5.0,4.0,3.0,5.0,4.0,3.0,0.0,5.0,5.0,5.0,4.0,4.0
2459,5.0,0.0,5.0,5.0,0.0,5.0,2.0,4.0,5.0,5.0,0.0,0.0
2460,5.0,0.0,5.0,5.0,0.0,5.0,0.0,0.0,5.0,5.0,0.0,0.0
2461,5.0,4.0,5.0,5.0,4.0,5.0,4.0,0.0,5.0,5.0,4.0,4.0
2462,5.0,4.0,3.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0
2463,5.0,4.0,3.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0
2464,5.0,4.0,3.0,5.0,4.0,5.0,0.0,0.0,5.0,5.0,4.0,4.0
2465,5.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0
2466,5.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0
2467,5.0,0.0,5.0,5.0,0.0,5.0,4.0,5.0,5.0,5.0,0.0,0.0
2468,5.0,2.0,5.0,5.0,2.0,5.0,4.0,2.0,5.0,5.0,2.0,2.0
2469,5.0,2.0,5.0,5.0,2.0,5.0,0.0,5.0,5.0,5.0,2.0,2.0
2470,5.0,2.0,5.0,5.0,2.0,5.0,4.0,5.0,5.0,5.0,2.0,2.0
2471,5.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0
2472,5.0,4.0,5.0,5.0,4.0,5.0,4.0,2.0,5.0,5.0,4.0,4.0
2473,5.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0
2474,5.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0
2475,5.0,4.0,5.0,5.0,4.0,5.0,0.0,5.0,5.0,5.0,4.0,4.0
2476,5.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0
2477,5.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0
2478,5.0,4.0,5.0,5.0,4.0,5.0,4.0,3.0,5.0,5.0,4.0,4.0
2479,5.0,4.0,5.0,5.0,4.0,5.0,0.0,2.0,5.0,5.0,4.0,4.0
2480,5.0,4.0,5.0,5.0,4.0,5.0,0.0,5.0,5.0,5.0,4.0,4.0
2481,5.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0
2482,5.0,4.0,5.0,5.0,4.0,5.0,0.0,5.0,5.0,5.0,4.0,4.0
2483,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0
2484,5.0,4.0,5.0,5.0,4.0,5.0,2.0,2.0,5.0,5.0,4.0,4.0
2485,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0
2486,5.0,4.0,5.0,5.0,4.0,5.0,2.0,5.0,5.0,5.0,4.0,4.0
2487,5.0,4.0,5.0,5.0,4.0,5.0,5.0,0.0,5.0,5.0,4.0,4.0
2488,3.0,4.0,5.0,3.0,4.0,5.0,2.0,4.0,3.0,5.0,4.0,4.0
2489,3.0,4.0,5.0,3.0,4.0,5.0,5.0,0.0,3.0,3.0,4.0,4.0
2490,3.0,4.0,5.0,3.0,4.0,5.0,0.0,5.0,3.0,3.0,4.0,4.0
2491,3.0,4.0,5.0,3.0,4.0,5.0,4.0,3.0,3.0,3.0,4.0,4.0
2492,3.0,4.0,5.0,3.0,4.0,5.0,4.0,5.0,3.0,3.0,4.0,4.0
2493,3.0,4.0,5.0,3.0,4.0,5.0,0.0,5.0,3.0,3.0,4.0,4.0
2494,3.0,4.0,5.0,3.0,4.0,5.0,5.0,5.0,3.0,3.0,4.0,4.0
2495,3.0,4.0,5.0,3.0,4.0,5.0,0.0,5.0,3.0,3.0,4.0,4.0
2496,3.0,4.0,5.0,3.0,4.0,5.0,4.0,3.0,3.0,3.0,4.0,4.0
2497,3.0,4.0,5.0,3.0,4.0,5.0,4.0,5.0,3.0,3.0,4.0,4.0
2498,3.0,4.0,5.0,3.0,4.0,5.0,4.0,5.0,3.0,3.0,4.0,4.0
2499,2.0,4.0,5.0,2.0,4.0,5.0,0.0,5.0,2.0,3.0,4.0,4.0
2500,2.0,4.0,5.0,2.0,4.0,5.0,4.0,5.0,2.0,3.0,4.0,4.0
2501,2.0,4.0,5.0,2.0,4.0,5.0,4.0,5.0,2.0,3.0,4.0,4.0
2502,2.0,4.0,5.0,2.0,4.0,5.0,4.0,5.0,2.0,3.0,4.0,4.0
2503,2.0,4.0,5.0,2.0,4.0,5.0,0.0,5.0,2.0,3.0,4.0,4.0
2504,2.0,4.0,5.0,2.0,4.0,5.0,5.0,5.0,2.0,3.0,4.0,4.0
2505,2.0,4.0,5.0,2.0,4.0,5.0,5.0,5.0,2.0,3.0,4.0,4.0
2506,2.0,4.0,5.0,2.0,4.0,5.0,2.0,5.0,2.0,3.0,4.0,4.0
2507,2.0,4.0,5.0,2.0,4.0,5.0,4.0,5.0,2.0,2.0,4.0,4.0
2508,2.0,4.0,5.0,2.0,4.0,5.0,4.0,5.0,2.0,2.0,4.0,4.0
2509,2.0,4.0,5.0,2.0,4.0,5.0,0.0,5.0,2.0,2.0,4.0,4.0
2510,2.0,4.0,5.0,2.0,4.0,5.0,5.0,5.0,2.0,2.0,4.0,4.0
2511,2.0,4.0,5.0,2.0,4.0,5.0,5.0,5.0,2.0,2.0,4.0,4.0
2512,2.0,4.0,5.0,2.0,4.0,5.0,5.0,5.0,2.0,2.0,4.0,4.0
2513,2.0,4.0,5.0,2.0,4.0,5.0,5.0,5.0,2.0,2.0,4.0,4.0
2514,2.0,4.0,5.0,2.0,4.0,5.0,2.0,5.0,2.0,2.0,4.0,4.0
2515,2.0,4.0,5.0,2.0,4.0,5.0,2.0,5.0,2.0,2.0,4.0,4.0
2516,2.0,4.0,5.0,2.0,4.0,5.0,5.0,5.0,2.0,2.0,4.0,4.0
2517,2.0,4.0,5.0,2.0,4.0,5.0,5.0,5.0,2.0,2.0,4.0,4.0
2518,2.0,4.0,5.0,2.0,4.0,5.0,5.0,5.0,2.0,2.0,4.0,4.0
2519,4.0,4.0,5.0,4.0,4.0,3.0,5.0,5.0,4.0,4.0,4.0,4.0
2520,4.0,4.0,3.0,4.0,4.0,2.0,2.0,5.0,4.0,4.0,4.0,4.0
2521,4.0,4.0,3.0,4.0,4.0,2.0,5.0,5.0,4.0,4.0,4.0,4.0
2522,4.0,0.0,3.0,4.0,0.0,2.0,5.0,2.0,4.0,4.0,0.0,0.0
2523,4.0,4.0,0.0,4.0,4.0,0.0,3.0,5.0,4.0,4.0,4.0,4.0
2524,4.0,4.0,4.0,4.0,4.0,4.0,0.0,2.0,4.0,4.0,4.0,4.0
2525,4.0,0.0,4.0,4.0,0.0,4.0,4.0,5.0,4.0,4.0,0.0,0.0
2526,4.0,2.0,4.0,4.0,2.0,4.0,0.0,2.0,4.0,4.0,2.0,2.0
2527,4.0,2.0,4.0,4.0,2.0,4.0,3.0,5.0,4.0,4.0,2.0,2.0
2528,4.0,2.0,4.0,4.0,2.0,4.0,5.0,5.0,4.0,4.0,2.0,2.0
2529,4.0,2.0,4.0,4.0,2.0,4.0,2.0,5.0,4.0,4.0,2.0,2.0
2530,4.0,3.0,4.0,4.0,3.0,4.0,5.0,5.0,4.0,4.0,2.0,2.0
2531,4.0,3.0,4.0,4.0,3.0,4.0,0.0,5.0,4.0,4.0,3.0,3.0
2532,4.0,2.0,4.0,4.0,2.0,4.0,4.0,5.0,4.0,4.0,2.0,2.0
2533,4.0,2.0,4.0,4.0,2.0,4.0,4.0,5.0,4.0,4.0,2.0,2.0
2534,4.0,2.0,4.0,4.0,2.0,4.0,4.0,5.0,4.0,4.0,2.0,2.0
2535,4.0,2.0,0.0,4.0,2.0,4.0,4.0,5.0,4.0,4.0,2.0,2.0
2536,4.0,2.0,5.0,4.0,2.0,0.0,0.0,5.0,4.0,4.0,2.0,2.0
2537,4.0,2.0,5.0,4.0,2.0,5.0,4.0,5.0,4.0,4.0,2.0,2.0
2538,4.0,2.0,5.0,4.0,2.0,5.0,4.0,2.0,4.0,4.0,2.0,2.0
2539,4.0,2.0,5.0,4.0,2.0,5.0,0.0,5.0,4.0,4.0,2.0,2.0
2540,4.0,2.0,5.0,4.0,2.0,5.0,4.0,3.0,4.0,4.0,2.0,2.0
2541,4.0,2.0,5.0,4.0,2.0,5.0,4.0,3.0,4.0,4.0,2.0,2.0
2542,4.0,3.0,5.0,4.0,0.0,5.0,0.0,5.0,4.0,4.0,2.0,2.0
2543,4.0,3.0,5.0,4.0,3.0,5.0,4.0,5.0,4.0,4.0,2.0,2.0
2544,4.0,2.0,5.0,4.0,2.0,5.0,4.0,5.0,4.0,4.0,2.0,2.0
2545,4.0,2.0,5.0,4.0,2.0,5.0,4.0,5.0,4.0,4.0,2.0,2.0
2546,4.0,2.0,5.0,4.0,2.0,5.0,0.0,5.0,4.0,4.0,2.0,2.0
2547,4.0,2.0,5.0,4.0,2.0,5.0,5.0,3.0,4.0,4.0,2.0,2.0
2548,4.0,2.0,5.0,4.0,2.0,5.0,2.0,2.0,4.0,4.0,2.0,2.0
2549,4.0,2.0,5.0,4.0,2.0,5.0,5.0,2.0,4.0,4.0,2.0,2.0
2550,4.0,2.0,5.0,4.0,2.0,5.0,5.0,5.0,4.0,4.0,2.0,2.0
2551,4.0,2.0,5.0,4.0,2.0,5.0,5.0,5.0,4.0,4.0,2.0,2.0
2552,4.0,2.0,5.0,4.0,2.0,5.0,2.0,5.0,4.0,4.0,0.0,2.0
2553,4.0,2.0,5.0,4.0,2.0,5.0,0.0,5.0,4.0,4.0,4.0,2.0
2554,4.0,2.0,5.0,4.0,2.0,5.0,4.0,3.0,4.0,4.0,4.0,2.0
2555,4.0,2.0,5.0,4.0,2.0,5.0,5.0,5.0,4.0,4.0,2.0,2.0
2556,4.0,2.0,5.0,4.0,2.0,5.0,5.0,5.0,4.0,4.0,2.0,2.0
2557,4.0,0.0,5.0,4.0,0.0,5.0,5.0,5.0,4.0,4.0,0.0,0.0
2558,4.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0
2559,4.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0
2560,4.0,0.0,5.0,4.0,0.0,5.0,0.0,5.0,4.0,4.0,0.0,0.0
2561,4.0,2.0,5.0,4.0,3.0,5.0,4.0,5.0,4.0,4.0,2.0,2.0
2562,4.0,2.0,5.0,4.0,3.0,5.0,0.0,5.0,4.0,4.0,2.0,3.0
2563,4.0,2.0,5.0,4.0,2.0,5.0,4.0,2.0,4.0,4.0,2.0,2.0
2564,4.0,2.0,5.0,4.0,2.0,5.0,0.0,0.0,4.0,4.0,2.0,2.0
2565,4.0,2.0,5.0,4.0,3.0,5.0,5.0,0.0,4.0,4.0,2.0,3.0
2566,4.0,2.0,5.0,4.0,3.0,5.0,5.0,4.0,4.0,4.0,2.0,5.0
2567,4.0,2.0,5.0,4.0,2.0,5.0,5.0,5.0,4.0,4.0,2.0,2.0
2568,4.0,2.0,5.0,4.0,2.0,5.0,5.0,2.0,4.0,4.0,2.0,2.0
2569,4.0,0.0,5.0,4.0,0.0,5.0,5.0,5.0,4.0,4.0,0.0,0.0
2570,4.0,4.0,5.0,4.0,4.0,5.0,2.0,5.0,4.0,4.0,4.0,4.0
2571,4.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0
2572,4.0,0.0,5.0,4.0,0.0,5.0,2.0,2.0,4.0,4.0,0.0,0.0
2573,4.0,2.0,5.0,4.0,2.0,5.0,5.0,2.0,4.0,4.0,2.0,2.0
2574,4.0,2.0,5.0,4.0,2.0,5.0,2.0,2.0,4.0,4.0,2.0,2.0
2575,4.0,2.0,5.0,4.0,2.0,5.0,5.0,3.0,4.0,4.0,2.0,2.0
2576,4.0,0.0,5.0,4.0,0.0,5.0,5.0,3.0,4.0,4.0,0.0,0.0
2577,4.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0
2578,4.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0
